Coder	ID	Level	Unit_ID	#TS	Spr_ID	A_Prom	A_Pres	Quotation	Sp_Situation	VSymbol_art	VSymbol_flag	VSymbol_staff	VSymbol_celeb	VSymbol_mass	VSymbol_logo	VSymbol_slog	VSymbol_moni	VSymbol_build	Language_vulg	Language_slang	Language_foreign	Language_emot	Count_Issues_S	Count_ActEval_S	STYLE_Colloquial	STYLE_Casual	Sample	Sample_Country	Sample_Lang	Sample_Type	Medium	Date	Weight	POPULIST	POPULIST_PeopleCent	POPULIST_AntiElite	POPULIST_Sovereign	POPULIST_Advocative	POPULIST_Conflictive	ANTIPOPULIST	APOPULIST_PeopleCent	APOPULIST_AntiElite	APOPULIST_Sovereign	APOPULIST_Advocative	APOPULIST_Conflictive	LW_Attack	Migrants_Mentioned	Migrants_Neg	Migrants_Pos	Iss_Heartland	Iss_Migration	Iss_Labor	Iss_Social	Iss_Labreg_Pro	Iss_Labreg_Con	Iss_Labreg_Neut	Iss_Migres_Pro	Iss_Migres_Con	Iss_Migres_Neut	Spr_attacked	Spr_praised	Spr_agreed	Spr_disagreed	Spr_attacked_J	Spr_praised_J	Spr_agreed_J	Spr_disagreed_J	Iss_Pos_differ	Iss_Pos_contra	Iss_Pos_differ_J	Iss_Pos_contra_J	Tgt_differ	Tgt_differ_J	STYLE_Facts	STYLE_Sense	STYLE_BlackWhite	STYLE_Sarcasm	STYLE_Drama	STYLE_EmoTone	STYLE_CommMan	STYLE_UsThem	STYLE_Privat	STYLE_Coll_pos	STYLE_Coll_neg	STYLE_Emph	Challenged	Challenged_J	Usual_Suspect	Speaker_Actor_Type	On_Migration	On_Labor	AE_Total	PC_Total	RS_Total	AE_Emph	AE_Unchall	PC_Emph	PC_Unchall	RS_Emph	RS_Unchall	AE_Mig	AE_Mig_Emph	AE_Mig_Unchall	AE_Mig_Pro	AE_Mig_Con	PC_Mig	PC_Mig_Emph	PC_Mig_Unchall	PC_Mig_Pro	PC_Mig_Con	RS_Mig	RS_Mig_Emph	RS_Mig_Unchall	RS_Mig_Pro	RS_Mig_Con	Mig_Con	Mig_Con_Emph	Mig_Con_Unchall	Mig_Neut	Mig_Neut_Emph	Mig_Neut_Unchall	Mig_Pro	Mig_Pro_Emph	Mig_Pro_Unchall	AE_Lab	AE_Lab_Emph	AE_Lab_Unchall	PC_Lab	PC_Lab_Emph	PC_Lab_Unchall	RS_Lab	RS_Lab_Emph	RS_Lab_Unchall	Lab_Con	Lab_Con_Emph	Lab_Con_Unchall	Lab_Neut	Lab_Neut_Emph	Lab_Neut_Unchall	Lab_Pro	Lab_Pro_Emph	Lab_Pro_Unchall	POP_Total	POP_Unchall	POP_Emph
andi	au_pm_el_02_10005.txt	Speaker	Journ	1405947915.06	11803														0	0	0	0	2	1	9	0	au_pm_02	au	Deutsch	Past_PartyMan	1160	24.11.2002	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
andi	au_pm_el_02_10003.txt	Speaker	Journ	1405950075.42	11803														0	0	0	0	2	1	9	0	au_pm_02	au	Deutsch	Past_PartyMan	1160	24.11.2002	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
andi	au_pm_el_02_50035.txt	Speaker	Journ	1405958590.97	11801														0	0	0	0	1	2	9	0	au_pm_02	au	Deutsch	Past_PartyMan	1160	24.11.2002	1.0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
andi	au_pm_el_02_50016.txt	Speaker	Journ	1405959584.48	11801														0	0	0	0	1	0	9	0	au_pm_02	au	Deutsch	Past_PartyMan	1160	24.11.2002	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
andi	au_pm_el_02_10017.txt	Speaker	Journ	1407519729.33	11803														0	0	0	0	1	1	9	0	au_pm_02	au	Deutsch	Past_PartyMan	1160	24.11.2002	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
andi	au_pm_el_02_40046.txt	Speaker	Journ	1410685091.58	11802																			0	0	0	au_pm_02	au	Deutsch	Past_PartyMan	1160	24.11.2002	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
andi	au_pm_el_02_20002.txt	Speaker	Journ	1410685818.7	11804														0	0	0	0	2	1	9	0	au_pm_02	au	Deutsch	Past_PartyMan	1160	24.11.2002	1.0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
andi	au_pm_el_02_40051.txt	Speaker	Journ	1410687786.8	11802														0	0	0	0	1	0	9	0	au_pm_02	au	Deutsch	Past_PartyMan	1160	24.11.2002	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
andi	au_pm_el_02_50027.txt	Speaker	Journ	1410689354.2	11801														0	0	0	0	1	0	9	0	au_pm_02	au	Deutsch	Past_PartyMan	1160	24.11.2002	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
andi	au_pm_el_02_20003.txt	Speaker	Journ	1410701378.66	11804														0	0	0	0	1	0	9	0	au_pm_02	au	Deutsch	Past_PartyMan	1160	24.11.2002	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
andi	au_pm_el_02_20010.txt	Speaker	Journ	1410704089.17	11804														0	0	0	0	3	2	9	0	au_pm_02	au	Deutsch	Past_PartyMan	1160	24.11.2002	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elan	au_pm_el_02_20013.txt	Speaker	Journ	1404476491.0	11804														0	0	0	0	3	0	9	0	au_pm_02	au	Deutsch	Past_PartyMan	1160	24.11.2002	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elan	au_pm_el_02_10027.txt	Speaker	Journ	1404477757.59	11803														0	0	0	0	3	0	9	0	au_pm_02	au	Deutsch	Past_PartyMan	1160	24.11.2002	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elan	au_pm_el_02_10022.txt	Speaker	Journ	1404480383.75	11803														0	0	0	0	1	2	9	0	au_pm_02	au	Deutsch	Past_PartyMan	1160	24.11.2002	1.0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
elan	au_pm_el_02_40020.txt	Speaker	Journ	1404481346.73	11802														0	0	0	0	1	0	9	0	au_pm_02	au	Deutsch	Past_PartyMan	1160	24.11.2002	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elan	au_pm_el_02_40038.txt	Speaker	Journ	1404551366.16	11802														0	0	0	0	2	2	9	0	au_pm_02	au	Deutsch	Past_PartyMan	1160	24.11.2002	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elan	au_pm_el_02_40016.txt	Speaker	Journ	1404552982.75	11802														0	0	0	0	6	0	9	0	au_pm_02	au	Deutsch	Past_PartyMan	1160	24.11.2002	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elan	au_pm_el_02_40015.txt	Speaker	Journ	1404554494.41	11802														0	0	0	0	2	0	9	0	au_pm_02	au	Deutsch	Past_PartyMan	1160	24.11.2002	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elan	au_pm_el_02_40018.txt	Speaker	Journ	1404555796.29	11802														0	0	0	0	4	2	9	0	au_pm_02	au	Deutsch	Past_PartyMan	1160	24.11.2002	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elan	au_pm_el_02_20007.txt	Speaker	Journ	1404651638.76	11804														0	0	0	0	4	0	9	0	au_pm_02	au	Deutsch	Past_PartyMan	1160	24.11.2002	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elan	au_pm_el_02_40006.txt	Speaker	Journ	1404653525.29	11802														0	0	0	0	2	0	9	0	au_pm_02	au	Deutsch	Past_PartyMan	1160	24.11.2002	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elan	au_pm_el_02_50026.txt	Speaker	Journ	1404655501.61	11801														0	0	0	0	5	1	9	0	au_pm_02	au	Deutsch	Past_PartyMan	1160	24.11.2002	1.0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elan	au_pm_el_02_10019.txt	Speaker	Journ	1404657474.32	11803														0	0	0	0	1	1	9	0	au_pm_02	au	Deutsch	Past_PartyMan	1160	24.11.2002	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elan	au_pm_el_02_40031.txt	Speaker	Journ	1404659992.78	11802														0	0	0	0	6	1	9	0	au_pm_02	au	Deutsch	Past_PartyMan	1160	24.11.2002	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elan	au_pm_el_02_20004.txt	Speaker	Journ	1404661687.33	11804														0	0	0	0	5	1	9	0	au_pm_02	au	Deutsch	Past_PartyMan	1160	24.11.2002	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
